exhibition,edition,latest_basis,source_url,participant_pages_seen,extracted_title_count,coverage_status,note,error_count,errors_json
Shanghai Biennale,7th Shanghai Biennale: Translocalmotion (2008),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.shanghartgallery.com/galleryarchive/exhibition.htm?exbId=1759,,5,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 3 medium / 2 low.",0,[]
Bienal de La Habana,15th Bienal de La Habana: Shared Horizons / Horizontes compartidos (2024-2025),Historical edition; collected 2026-05-29 for big-data art-title research,https://twocoatsofpaint.com/2025/03/hope-and-heaviness-at-the-havana-biennial.html,,13,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 11 medium / 2 low.",0,[]
Bienal de La Habana,14th Bienal de La Habana: Future and Contemporaneity / Futuro y contemporaneidad (2021-2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.cubahora.cu/cultura/mar-muro-arte-juanito,,6,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 5 medium / 1 low.",0,[]
Bienal de La Habana,13th Bienal de La Habana: La construcción de lo posible / The Construction of the Possible (2019),Historical edition; collected 2026-05-29 for big-data art-title research,https://elcomercio.pe/mundo/actualidad/esculturas-malecon-habana-quieren-ver-191614-noticia/,,2,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 1 medium / 1 low.",0,[]
Bienal de La Habana,12th Bienal de La Habana: Entre la idea y la experiencia / Between the Idea and Experience (2015),Historical edition; collected 2026-05-29 for big-data art-title research,http://artpulsemagazine.com/behind-the-wall-12th-havana-biennial,,18,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 14 medium / 4 low.",0,[]
Bienal de La Habana,11th Bienal de La Habana: Prácticas artísticas e imaginarios sociales / Artistic Practices and Social Imaginaries (2012),Historical edition; collected 2026-05-29 for big-data art-title research,https://bombmagazine.org/articles/2012/08/20/vale-la-pena-the-11th-havana-biennial/,,15,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 8 low.",0,[]
Bienal de La Habana,10th Bienal de La Habana: Integración y resistencia en la era global (2009),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.juliaherzberg.net/10th-havana-biennial,,24,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 16 medium / 8 low.",0,[]
Bienal de La Habana,9th Bienal de La Habana: Dinámicas de la cultura urbana (2006),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.juliaherzberg.net/9th-havana-biennial,,13,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 9 medium / 4 low.",0,[]
Bienal de La Habana,8th Bienal de La Habana: El arte con la vida (2003),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.juliaherzberg.net/havana-biennial,,27,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 23 medium / 4 low.",0,[]
Dak'Art,"15th Dak'Art: The Wake / L'Éveil, le Sillage / Xàll wi (2024)",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artforum.com/columns/eve-hill-agnus-dreams-of-dakar-2024-1234721784/,,26,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 26 medium / 0 low.",0,[]
Dak'Art,14th Dak'Art: Ĩ Ndaffa / Forger / Out of the Fire (2022),Historical edition; collected 2026-05-29 for big-data art-title research,https://capitalart.co/dakar-biennale-of-contemporary-african-art-2022/,,20,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 20 medium / 0 low.",0,[]
Dak'Art,13th Dak'Art: The Red Hour / L'Heure rouge (2018),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.conceptualfinearts.com/cfa/2018/05/10/dakart-biennial-of-african-art-2018/,,7,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 0 low.",0,[]
Dak'Art,12th Dak'Art: Réenchantements / The City in the Blue Daylight (2016),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artforum.com/features/cheryl-finley-230481/,,6,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 6 medium / 0 low.",0,[]
Dak'Art,11th Dak'Art: Producing the Common / Produire le commun (2014),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/nafas/articles/2014/dakart-2014/img/emeka-ogboh,,17,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 17 medium / 0 low.",0,[]
Dak'Art,10th Dak'Art: Contemporary Creativity and Social Dynamics (2012),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/nafas/articles/2012/dakart/img/05-mounir-fatmi,,5,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 5 medium / 0 low.",0,[]
Dak'Art,9th Dak'Art: Biennale of Contemporary African Art (2010),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/nafas/articles/2010/dak-art-2010/img/03-viye-diba,,7,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 0 low.",0,[]
Dak'Art,8th Dak'Art: Africa: Mirror? / Afrique: Miroir? (2008),Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/nafas/articles/2008/dakar-biennial/dakart-2008/03,,6,historical_expansion_verified,"Past-edition expansion (Tier-1 batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 6 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2025: Whispers on the Horizon,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/taipei-biennial/2025,,15,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 15 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2023: Small World,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/taipei-biennial/2023,,21,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 21 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2020: You and I Don't Live on the Same Planet,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/taipei-biennial/2020,,14,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 13 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2018: Post-Nature--A Museum as an Ecosystem,Historical edition; collected 2026-05-29 for big-data art-title research,https://flash---art.com/2019/03/taipei-biennial-2018-post-nature-a-museum-as-an-ecosystem/,,10,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 10 medium / 0 low.",0,[]
Taipei Biennial,"Taipei Biennial 2016: Gestures and Archives of the Present, Genealogies of the Future",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.taipeibiennial.org/2016/Work/ExhibitionPage.aspx?id=61&type=Work&lang=en,,4,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 2 high / 2 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2014: The Great Acceleration,Historical edition; collected 2026-05-29 for big-data art-title research,https://artreview.com/jan-feb-2015-review-taipei-biennial/,,17,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 15 medium / 1 low.",0,[]
Taipei Biennial,Taipei Biennial 2012: Modern Monsters / Death and Life of Fiction,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.domusweb.it/en/art/2013/02/19/modern-monsters-at-the-taipei-biennial.html,,10,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 10 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2010,Historical edition; collected 2026-05-29 for big-data art-title research,https://lux.org.uk/dispatch-from-taiwan/,,7,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 0 low.",0,[]
Taipei Biennial,Taipei Biennial 2008,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/taipei-biennial/2008/images/nasan-tur,,7,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 5 medium / 2 low.",0,[]
Busan Biennale,Busan Biennale 2024: Seeing in the Dark,Historical edition; collected 2026-05-29 for big-data art-title research,https://artreview.com/busan-biennale-2024-seeing-in-the-dark-review-mark-rappolt/,,13,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 13 medium / 0 low.",0,[]
Busan Biennale,"Busan Biennale 2022: We, on the Rising Wave",Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=11623,,168,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 168 high / 0 medium / 0 low.",0,[]
Busan Biennale,Busan Biennale 2020: Words at an Exhibition: an exhibition in ten chapters and five poems,Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=2020_051&mode=view&idx=10728,,50,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 45 high / 5 medium / 0 low.",0,[]
Busan Biennale,Busan Biennale 2018: Divided We Stand,Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=10034,,69,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 69 high / 0 medium / 0 low.",0,[]
Busan Biennale,"Busan Biennale 2016: Hybridizing Earth, Discussing Multitude",Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=2067,,124,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 121 high / 3 medium / 0 low.",0,[]
Busan Biennale,Busan Biennale 2014: Inhabiting the World,Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1901,,160,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 160 high / 0 medium / 0 low.",0,[]
Busan Biennale,Busan Biennale 2012: Garden of Learning,Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=1795,,103,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 103 high / 0 medium / 0 low.",0,[]
Busan Biennale,Busan Biennale 2010: Living in Evolution,Historical edition; collected 2026-05-29 for big-data art-title research,http://www.busanbiennale.org/BBOCen/index.php?pCode=MN2000158&mode=view&idx=8101,,59,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 59 high / 0 medium / 0 low.",0,[]
Yokohama Triennale,Yokohama Triennale 2024: Wild Grass: Our Lives,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/yokohama-triennale/2024/side-core-2,,22,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 22 medium / 0 low.",0,[]
Yokohama Triennale,Yokohama Triennale 2020: Afterglow,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.art-it.asia/en/top_e/admin_expht_e/210786/,,27,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 26 medium / 1 low.",0,[]
Yokohama Triennale,"Yokohama Triennale 2017: Islands, Constellations & Galapagos",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.yokohamatriennale.jp/english/wp-content/uploads/sites/3/2023/02/yt2017_20170803_PressDossier_E.pdf,,38,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 37 high / 1 medium / 0 low.",0,[]
Yokohama Triennale,Yokohama Triennale 2014: ART Fahrenheit 451: Sailing into the sea of oblivion,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.yokohamatriennale.jp/english/wp-content/uploads/sites/3/2023/02/20140422_YTrelease_EN.pdf,,36,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 22 high / 14 medium / 0 low.",0,[]
Yokohama Triennale,Yokohama Triennale 2011: OUR MAGIC HOUR — How Much of the World Can We Know?,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/yokohama-triennale/2011/tour/massimo-bartolini,,9,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 9 medium / 0 low.",0,[]
Yokohama Triennale,Yokohama Triennale 2008: Time Crevasse,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.designboom.com/art/yokohama-triennale-08-time-crevasse/,,12,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 12 medium / 0 low.",0,[]
Yokohama Triennale,Yokohama Triennale 2005: Art Circus (Jumping from the Ordinary),Historical edition; collected 2026-05-29 for big-data art-title research,https://www.shift.jp.org/en/archives/2005/10/yokohama_triennale_2005.html,,2,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 2 medium / 0 low.",0,[]
Yokohama Triennale,YOKOHAMA 2001: International Triennale of Contemporary Art — MEGA WAVE: Towards a New Synthesis,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.chiharu-shiota.com/memory-of-skin-1,,1,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 1 medium / 0 low.",0,[]
Aichi Triennale,Aichi Triennale 2025: A Time Between Ashes and Roses,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artasiapacific.com/shows/aichi-triennale-2025-a-time-between-ashes-and-roses/,,21,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 19 medium / 1 low.",0,[]
Aichi Triennale,Aichi Triennale 2022: STILL ALIVE,Historical edition; collected 2026-05-29 for big-data art-title research,https://aichitriennale.jp/2022/en/artists/cao-fei.html,,22,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 21 high / 1 medium / 0 low.",0,[]
Aichi Triennale,Aichi Triennale 2019: Taming Y/Our Passion,Historical edition; collected 2026-05-29 for big-data art-title research,https://aichitriennale2010-2019.jp/2019/en/artwork/index.html,,54,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 52 high / 2 medium / 0 low.",0,[]
Aichi Triennale,Aichi Triennale 2016: Homo Faber: A Rainbow Caravan,Historical edition; collected 2026-05-29 for big-data art-title research,https://aichitriennale2010-2019.jp/2016/english/artist/abdullahalsaadi.html,,9,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 8 high / 1 medium / 0 low.",0,[]
Aichi Triennale,"Aichi Triennale 2013: Awakening — Where Are We Standing? Earth, Memory and Resurrection",Historical edition; collected 2026-05-29 for big-data art-title research,https://aichitriennale2010-2019.jp/2013/english/artist/song_dong.html,,6,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 2 high / 2 medium / 2 low.",0,[]
Aichi Triennale,Aichi Triennale 2010: Arts and Cities,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/aichi-triennale/2010/tour/img-06,,9,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 9 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2022: Natasha,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.heikejung.de/Exhibitions/GroupShows/2022_NatashaSingaporeBiennale/NatashaSingaporeBiennale2022.html,,10,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 9 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2019: Every Step in the Right Direction,Historical edition; collected 2026-05-29 for big-data art-title research,https://artsandculture.google.com/story/singapore-biennale-2019-every-step-in-the-right-direction/SAJS-HABoYG-Kw,,10,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 1 high / 9 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2016: An Atlas of Mirrors,Historical edition; collected 2026-05-29 for big-data art-title research,https://hanoigrapevine.com/2016/11/singapore-biennale-2016-atlas-of-mirrors-pictures/,,13,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 13 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2013: If the World Changed,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artitute.com/singapore-biennale-2013-if-the-world-changed-2/,,7,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 7 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2011: Open House,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artforum.com/events/singapore-biennale-2011-191280/,,9,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 9 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2008: Wonder,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/singapore-biennale/2008/tour/city-hall/jane-lee,,12,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 12 medium / 0 low.",0,[]
Singapore Biennale,Singapore Biennale 2006: Belief,Historical edition; collected 2026-05-29 for big-data art-title research,https://en.wikipedia.org/wiki/Jenny_Holzer,,5,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 5 medium / 0 low.",0,[]
Bangkok Art Biennale,Bangkok Art Biennale 2024: Nurture Gaia,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/bangkok-art-biennale/2024/choi-jeong-hwa,,34,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 34 medium / 0 low.",0,[]
Bangkok Art Biennale,Bangkok Art Biennale 2022: CHAOS : CALM,Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/bangkok-art-biennale/2022/chiharu-shiota,,34,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 33 medium / 1 low.",0,[]
Bangkok Art Biennale,Bangkok Art Biennale 2020: Escape Routes,Historical edition; collected 2026-05-29 for big-data art-title research,https://artasiapacific.com/shows/bangkok-art-biennale-2020-escape-routes,,21,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 13 medium / 8 low.",0,[]
Bangkok Art Biennale,Bangkok Art Biennale 2018: Beyond Bliss,Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artasiapacific.com/ideas/bangkok-art-biennale-2018-beyond-bliss/,,19,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 15 medium / 4 low.",0,[]
Thailand Biennale,"Thailand Biennale, Phuket 2025: Eternal [Kalpa]",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.artandmarket.net/exhibition/2025/9/15/preview-of-thailand-biennale-phuket-2025,,13,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 13 medium / 0 low.",0,[]
Thailand Biennale,"Thailand Biennale, Chiang Rai 2023: The Open World",Historical edition; collected 2026-05-29 for big-data art-title research,https://www.stirworld.com/see-features-the-thailand-biennale-2023-connects-artists-and-continents,,32,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 20 medium / 12 low.",0,[]
Thailand Biennale,"Thailand Biennale, Korat 2021: Butterflies Frolicking on the Mud: Engendering Sensible Capital",Historical edition; collected 2026-05-29 for big-data art-title research,https://universes.art/en/thailand-biennale/2021/krit-ngamsom,,12,historical_expansion_verified,"Past-edition expansion (Tier-2 Asia-Pacific batch, 2026-05-30 merge). Official archives + reputable secondary sources (Universes in Universe, Wikipedia, press, museum/collection pages); adversarially fact-checked. Confidence: 0 high / 3 medium / 9 low.",0,[]
