exhibition,edition,latest_basis,artist,title,work_year,confidence,source_url,extraction_method,raw_caption_or_context,coverage_note
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Shahryar Nashat,Benches,2011,high,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/shahryar-nashat/,official_caption,"Benches, 2011. (c) Photos: Haupt & Binder, Universes in Universe","Universes in Universe artist page caption, Arsenale (accompanying sculptural benches)."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Nicholas Hlobo,Iimpundulu Zonke Ziyandilandela,2011,high,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/nicholas-hlobo,official_caption,"Nicholas Hlobo: Iimpundulu Zonke Ziyandilandela, 2011. Sculpture, rubber, ribbon, mixed media. View from behind.","Universes in Universe artist page caption, Arsenale (large suspended dragon-like sculpture)."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Dayanita Singh,Dream Villa,2010,high,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/dayanita-singh,official_caption,"Dream Villa Slideshow, 2010. Digital slideshow of 38 images, inside the Para-Pavilion by Franz West.",Universes in Universe artist page caption; slideshow shown inside Franz West's Parapavilion.
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Dayanita Singh,File Room,2011,high,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/dayanita-singh,official_caption,"File Room, 2011. Pigment and prints","Universes in Universe artist page caption, Arsenale."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Yto Barrada,The Telephone Books (or the Recipe Books),2010,medium,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/yto-barrada,official_caption,"The Telephone Books (or the Recipe Books), 2010. 'These are the notebooks of Z.A.B. She was my grandmother and was illiterate...' Code drawings to identify family members.",Universes in Universe artist page caption (title given with parenthetical alternative); Arsenale parapavilion.
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Mariana Castillo Deball,"El ""donde estoy"" va desapareciendo",2011,high,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/mariana-castillo-deball,official_caption,"El ""donde estoy"" va desapareciendo, 2011. Drawing, ink on cotton paper, video on DVD, sound in Nahuatl, Spanish, Italian, German and English. Video duration 20 min.","Universes in Universe artist page caption, Arsenale; English: 'The Where I am is disappearing'."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Song Dong,Para-Pavilion (Parapavilion),2011,medium,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/song-dong,official_caption,"Song Dong: Para-Pavilion, detail. ... created this Para-Pavilion by rebuilding his 100-year-old Chinese parental home, a meeting place for works by Cyprien Gaillard, Yto Barrada, Frances Stark and Asier Mendizabal.","Universes in Universe caption; one of four commissioned parapavilions, Arsenale."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Franz West,Para-Pavilion (Parapavilion),2011,medium,https://universes.art/en/venice-biennale/2011/tour/illuminations-arsenale/franz-west,official_caption,Para-Pavilion - his own kitchen in Vienna in an 'extroverted' form. Inside: works by Dayanita Singh (India) and Tamuna Sirbiladze (Georgia).,"Universes in Universe caption; one of four commissioned parapavilions, Arsenale."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,James Turrell,Ganzfeld: APANI,2011,high,https://haeusler-contemporary.com/james-turrell-ganzfeld-apani-en,secondary_source_checklist,"James Turrell's Ganzfeld Piece <<APANI,>> which was specifically designed for the Arsenale venue, offers spectators of the Biennale Arte 2011 a unique sensual experience.",Gallery (Haeusler Contemporary) page confirming the APANI Ganzfeld piece shown in the Arsenale at the 2011 Biennale.
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Klara Liden,Untitled (Trashcan),2011,medium,http://artobserved.com/2011/06/ao-on-site-for-the-54th-venice-biennale-2011-preview-with-photoset-of-the-54th-international-art-exhibition-in-the-central-pavilion-and-announcement-of-2011-winners-of-the-golden-and-silver-lions/,secondary_source_checklist,"Klara Liden for Untitled, (Trashcan), 2011 as a 'confirmation of the strength of her work'",Art Observed report on prize announcements; Liden received a special mention.
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Haroon Mirza,The National Apavilion of Then and Now,2011,medium,http://contessanally.blogspot.com/2011/07/venice-biennale-illuminations.html,secondary_source_checklist,"Silver Lion for a promising young artist goes to Haroon Mirza (United Kingdom, 1977; on display at the Corderie [The National Apavilion of Then and Now, 2011])",Contessanally blog report; Mirza's Silver Lion-winning work at the Arsenale Corderie.
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Monica Bonvicini,15 Steps to the Virgin (Untitled),2011,high,http://contessanally.blogspot.com/2011/07/venice-biennale-illuminations.html,secondary_source_checklist,"Venice Biennale - IllUMInations. Monica Bonvicini, Untitled (15 Steps to Virgin), 2011",Contessanally blog caption; title transcription may vary ('15 Steps to the Virgin'). [VERIFIED 2026-05-29: independently corroborated by a second source during adversarial fact-check.]
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Monica Bonvicini,Blind Protection,2008-2009,medium,http://contessanally.blogspot.com/2011/07/venice-biennale-illuminations.html,secondary_source_checklist,"Venice Biennale - IllUMInations. Monica Bonvicini, Blind Protection, 2008-2009.","Contessanally blog caption, Arsenale. [VERIFIED 2026-05-29: existence corroborated by an independent source during adversarial fact-check.]"
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Peter Fischli and David Weiss,Spazio Numero 13,2011,medium,http://contessanally.blogspot.com/2011/07/venice-biennale-illuminations.html,secondary_source_checklist,"Venice Biennale - IllUMInations. Peter Fischli and David Weiss, Spazio Numero 13, 2011.","Contessanally blog caption, Arsenale. [VERIFIED 2026-05-29: existence corroborated by an independent source during adversarial fact-check.]"
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Gabriel Kuri,Communications Diagram,2011,medium,http://contessanally.blogspot.com/2011/07/venice-biennale-illuminations.html,secondary_source_checklist,"Venice Biennale - IllUMInations. Gabriel Kuri, Communications Diagram, 2011.","Contessanally blog caption, Arsenale. [VERIFIED 2026-05-29: existence corroborated by an independent source during adversarial fact-check.]"
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Llyn Foulkes,Mr. President,2006,high,http://contessanally.blogspot.com/2011/07/venice-biennale-illuminations.html,secondary_source_checklist,"Venice Biennale - IllUMInations. Llyn Foulkes, Mr. President, 2006.",Contessanally blog caption. [VERIFIED 2026-05-29: independently corroborated by a second source during adversarial fact-check.]
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Haroon Mirza,Sick,2011,medium,http://artobserved.com/2011/06/ao-on-site-for-the-54th-venice-biennale-2011-preview-with-photoset-of-the-54th-international-art-exhibition-in-the-central-pavilion-and-announcement-of-2011-winners-of-the-golden-and-silver-lions/,secondary_source_checklist,"Haroon Mirza, Sick (2011)","Art Observed photoset article, Central Pavilion."
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Cyprien Gaillard,Floods of the Old and New World,2011,medium,http://artobserved.com/2011/06/ao-on-site-for-the-54th-venice-biennale-2011-preview-with-photoset-of-the-54th-international-art-exhibition-in-the-central-pavilion-and-announcement-of-2011-winners-of-the-golden-and-silver-lions/,secondary_source_checklist,"Cyprien Gaillart, Floods of the Old and New World (2011)",Art Observed photoset article; shown within Song Dong's parapavilion.
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Tintoretto (Jacopo Robusti),The Last Supper,1592-1594,high,http://artobserved.com/2011/06/ao-on-site-for-the-54th-venice-biennale-2011-preview-with-photoset-of-the-54th-international-art-exhibition-in-the-central-pavilion-and-announcement-of-2011-winners-of-the-golden-and-silver-lions/,secondary_source_checklist,Tintoretto's The Last Supper (1592-4),Art Observed; historic Tintoretto painting exhibited by Curiger in the Central Pavilion. [VERIFIED 2026-05-29: independently corroborated by a second source during adversarial fact-check.]
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Tintoretto (Jacopo Robusti),The Stealing of the Dead Body of St Mark,1562-1566,high,http://artobserved.com/2011/06/ao-on-site-for-the-54th-venice-biennale-2011-preview-with-photoset-of-the-54th-international-art-exhibition-in-the-central-pavilion-and-announcement-of-2011-winners-of-the-golden-and-silver-lions/,secondary_source_checklist,Tintoretto's The Stealing of the Dead Body of St Mark (1562-66),Art Observed; historic Tintoretto painting exhibited in the Central Pavilion. [VERIFIED 2026-05-29: independently corroborated by a second source during adversarial fact-check.]
Venice Biennale Arte,54th International Art Exhibition - ILLUMInations (ILLUMInazioni) (2011),Historical edition; collected 2026-05-29 for big-data art-title research,Tintoretto (Jacopo Robusti),Creation of the Animals,1550-1553,high,http://artobserved.com/2011/06/ao-on-site-for-the-54th-venice-biennale-2011-preview-with-photoset-of-the-54th-international-art-exhibition-in-the-central-pavilion-and-announcement-of-2011-winners-of-the-golden-and-silver-lions/,secondary_source_checklist,Tintoretto's Creation of the Animals (1550-53),Art Observed; historic Tintoretto painting exhibited in the Central Pavilion. [VERIFIED 2026-05-29: independently corroborated by a second source during adversarial fact-check.]
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Tomás Saraceno,"Galaxies Forming along Filaments, like Droplets along the Strands of a Spider's Web",2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/tomas-saraceno,secondary_source_checklist,"Tomás Saraceno: Galaxies Forming along Filaments, like Droplets along the Strands of a Spider's Web, 2009. Installation, elastic ropes. Photo: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page with captioned installation photos; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Haegue Yang,Series of Vulnerable Arrangements - Domestic of Community,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/haegue-yang,secondary_source_checklist,"Haegue Yang: Series of Vulnerable Arrangements - Domestic of Community, 2009. Seven light stands, mixed media. Photo: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page with captioned photos; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,John Baldessari,Ocean and Sky (with Two Palm Trees),2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/john-baldessari,secondary_source_checklist,"John Baldessari: Ocean and Sky (with Two Palm Trees), 2009. Laminated solvent print on AB vinyl with adhesive back, Palazzo delle Esposizioni facade.",Universes in Universe dedicated artist tour page; work on Palazzo delle Esposizioni facade; Baldessari awarded Golden Lion for Lifetime Achievement.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Gonkar Gyatso,Reclining Buddha - Beijing Tibet relationship index,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/gonkar-gyatso,secondary_source_checklist,"Gonkar Gyatso: Reclining Buddha - Beijing Tibet relationship index, 2009. Pencil, stickers, paper cuts, prints, India ink on treated paper.",Universes in Universe dedicated artist tour page with captioned photos; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Gonkar Gyatso,The Shambhala in Modern Times,2008,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/gonkar-gyatso,secondary_source_checklist,"Gonkar Gyatso: The Shambhala in Modern Times, 2008. Stickers, paper cuts, pencil, ink on treated paper.",Universes in Universe dedicated artist tour page with captioned photos; central exhibition Making Worlds. (Page rendered title as 'Shamhala').
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Lygia Pape,"Ttéia I, C",2002,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/lygia-pape,secondary_source_checklist,"Lygia Pape: Ttéia I, C, 2002. Installation, gold thread in square forms.",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Héctor Zamora,Sciame di dirigibili (Swarms of airships),2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/hector-zamora,secondary_source_checklist,"Héctor Zamora: Sciame di dirigibili (Swarms of airships), 2009. Video animation / Installations at the Arsenale.",Universes in Universe dedicated artist tour page with verbatim caption; central exhibition Making Worlds (Arsenale).
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Susan Hefuna,Building,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/susan-hefuna,secondary_source_checklist,"Susan Hefuna: Building, 2009. 33 drawings, ink on tracing paper.",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Pascale Marthine Tayou,Human Being,2007,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/pascale-marthine-tayou,secondary_source_checklist,"Pascale Marthine Tayou: Human Being, 2007 (detail). Installation.",Universes in Universe dedicated artist tour page with verbatim caption; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Renata Lucas,Venice Suitecase,2008-2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/renata-lucas,secondary_source_checklist,"Renata Lucas: Venice Suitecase, 2008-2009. Installation, asphalt. Photo: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Paul Chan,Sade for Sade's Sake,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/paul-chan,secondary_source_checklist,"Paul Chan: Sade for Sade's Sake, 2008-2009. Installation (three-channel shadow projection). Photos: Haupt & Binder, Universes in Universe","Universes in Universe tour page; corroborated by Art21 Magazine ('Sade for Sade's Sake,' 2009, Three channel shadow projection)."
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Elena Elagina & Igor Makarevich,Life in the Snow / Common Cause,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/elagina-makarevich,secondary_source_checklist,"Elena Elagina & Igor Makarevich: Life in the Snow / Common Cause, 2009. Sculptures; etchings, lavis, aquatint.",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Cildo Meireles,Pling Pling,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/cildo-meireles,secondary_source_checklist,"Cildo Meireles: Pling Pling, 2009. Installation. Photos: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Huang Yong Ping,Buddha's Hand,2006,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/huang-yong-ping,secondary_source_checklist,"Huang Yong Ping: Buddha's Hand, 2006. Installation. Photo: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Sheela Gowda,Behold,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/sheela-gowda,secondary_source_checklist,"Sheela Gowda: Behold, 2009. Installation: hair, steel. Photo: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Moshekwa Langa,Temporal Distance (With Criminal Intent). You Will Find Us in the Best Places,1997-2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/moshekwa-langa,secondary_source_checklist,Moshekwa Langa: Temporal Distance (With Criminal Intent). You Will Find Us in the Best Places. 1997-2009 (detail). Installation.,Universes in Universe dedicated artist tour page with verbatim caption; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Anawana Haloba,The Greater G8 Advertising Market Stand,2007-2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/anawana-haloba,secondary_source_checklist,"Anawana Haloba: The Greater G8 Advertising Market Stand, 2007-2009 (detail). Interactive installation.",Universes in Universe dedicated artist tour page with verbatim caption; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Georges Adéagbo,La création et les créations...!,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/georges-adeagbo,secondary_source_checklist,"Georges Adéagbo: La creation et les creations...!, 2009. Installation in 3 parts with found, bought and commissioned objects from Western Africa and Europe.",Universes in Universe dedicated artist tour page; central exhibition Making Worlds. Accents reconstructed from French title.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Anju Dodiya,The Seasons Triptych (from the series All Night I Shall Gallop),2007,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/anju-dodiya,secondary_source_checklist,Anju Dodiya: The Seasons Triptych (from the series All Night I Shall Gallop). 2007.,Universes in Universe dedicated artist tour page with verbatim caption; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Att Poomtangon,Keep Something for a Rainy Day,2009,high,https://universes.art/en/venice-biennale/2009/tour/making-worlds/att-poomtangon,secondary_source_checklist,"Att Poomtangon: Keep Something for a Rainy Day, 2009. Installation. Photo: Haupt & Binder, Universes in Universe",Universes in Universe dedicated artist tour page; central exhibition Making Worlds.
Venice Biennale Arte,53rd International Art Exhibition - Making Worlds (Fare Mondi) (2009),Historical edition; collected 2026-05-29 for big-data art-title research,Nathalie Djurberg,The Experiment (Experimentet),2009,high,https://magazine.art21.org/2009/06/16/nathalie-djurberg-and-paul-chan-making-weird-worlds-at-birnbaums-biennale/,secondary_source_checklist,"Nathalie Djurberg: 'Experimentet,' 2009 - installation featuring stop-motion animation with plasticine figures and sculptural plants; the three videos are Greed, Forest and Cave.",Art21 Magazine review of Making Worlds; title corroborated by designboom and Sammlung Goetz ('The Experiment'). Work won the Silver Lion for most promising young artist.
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Holland Andrews,Air I Breathe: Radio,2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Holland Andrews / Air I Breathe: Radio, 2024 / Sound installation of recorded and modified voice; 57 min. / Courtesy the artist (Main Stairwell & Freight Elevator)",Official Whitney exhibition checklist PDF (press); authoritative captions.
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Holland Andrews,Hyperacusis Version 1: Sleeping Bag,2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Holland Andrews / Hyperacusis Version 1: Sleeping Bag, 2024 / Sound installation of recorded and modified voice, and synthesizer; 60 min. / Courtesy the artist",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,"People Who Stutter Create (Jia Bin, Delicia Daniels, JJJJJerome Ellis, Conor Foran, Kristel Kubart)",Stuttering Can Create Time,2023,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"People Who Stutter Create ... / Stuttering Can Create Time, 2023 / Inkjet on vinyl / 17 x 29 ft. / Collection of the artists (Billboard)",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Ser Serpas,taken through back entrances subtle fate matching matte thing soiled ...,2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Ser Serpas / taken through back entrances subtle fate matching matte thing soiled ..., 2024 / Found objects, plastic tarp, tape, and oil paint / Dimensions variable (Lobby Gallery)",Official Whitney exhibition checklist PDF (press); ellipsis is part of the title as printed.
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Pippa Garner,Inventor's Office,2021-24,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Pippa Garner / Inventor's Office, 2021-24 / Mixed-media installation / Dimensions variable (3rd/5th Floor)",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Torkwase Dyson,"Liquid Shadows, Solid Dreams (A Monastic Playground)",2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Torkwase Dyson / Liquid Shadows, Solid Dreams (A Monastic Playground), 2024 / Wood, steel, absolute black granite, basalt, graphite, and acrylic",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Dora Budor,Lifelike,2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Dora Budor / Lifelike, 2024 / Continuous video loop, color, sound / Soundtrack by UK Brad / Courtesy the artist",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Dora Budor,Dominoes,2023,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Dora Budor / Dominoes, 2023 / Abrasive cloth, placebo tablets, and plexiglass / Overall: 55 x 78 x 1 1/4 in. / Collection of the artist (entry repeated in PDF layout; recorded once)",Official Whitney exhibition checklist PDF (press); de-duplicated repeated PDF entry.
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Demian DinéYazhi',we must stop imaging apocalypse / genocide + we must imagine liberation,2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Demian DineYazhi' / we must stop imaging apocalypse / genocide + we must imagine liberation, 2024 / Neon and steel / Dimensions variable",Official Whitney exhibition checklist PDF (press); title as printed (note 'imaging').
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Torkwase Dyson,"Of Impossible Distance, 01 (Hyper Shapes)",2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Torkwase Dyson / Of Impossible Distance, 01 (Hyper Shapes), 2024 / Wood, graphite, and ink / 17 x 19 in.",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Torkwase Dyson,"Of Impossible Distance, 02 (Hyper Shapes)",2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Torkwase Dyson / Of Impossible Distance, 02 (Hyper Shapes), 2024 / Wood, graphite, and ink / 17 x 19 in.",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Torkwase Dyson,"Of Impossible Distance, 03 (Hyper Shapes)",2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Torkwase Dyson / Of Impossible Distance, 03 (Hyper Shapes), 2024 / Wood, graphite, and ink / 17 x 19 in.",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Torkwase Dyson,Tougaloo,2024,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Torkwase Dyson / Tougaloo, 2024 / Video, color, sound, 3 min. / Score by Immanuel Wilkins",Official Whitney exhibition checklist PDF (press).
Whitney Biennial,Whitney Biennial 2024: Even Better Than the Real Thing (81st edition) (2024),Historical edition; collected 2026-05-29 for big-data art-title research,Jes Fan,Gut,2023,high,https://whitneymedia.org/assets/generic_file/3111/2024_Whitney_Biennial_-_Exhibition_Checklist_-_Press.pdf,official_checklist,"Jes Fan / Gut, 2023 / Polylactic acid (PLA) filaments, fiberglass, resin, pigment, glass, and metal / 14 x 31 x 8 1/2 in.",Official Whitney exhibition checklist PDF (press).
